"","x","y","values","celltypes"
"cell613",533.06060587056,178.157206624746,0.852794295530887,"C"
"cell615",714.717949740589,141.462349332869,1.5428215231015,"C"
"cell616",405.790500110015,99.3826135527343,0.144614281857875,"C"
"cell617",152.788141276687,290.351454168558,0.639199554896344,"C"
"cell618",340.232761343941,245.475998381153,0.684396887431784,"C"
"cell621",851.667639799416,299.001172650605,2.59668697898806,"C"
"cell622",212.645345833153,199.700410012156,-0.0171087007755044,"D"
"cell623",539.462027838454,910.177063662559,0.722371505121237,"C"
"cell625",324.865140486509,596.324425190687,1.76804934833284,"C"
"cell627",255.982248578221,577.648263191804,0.411736572064974,"C"
"cell629",485.672106966376,493.808774044737,1.10834108068493,"C"
"cell631",857.501537073404,383.012889884412,2.59698079877957,"C"
"cell635",451.841513160616,876.257271505892,0.304715973612474,"C"
"cell637",97.8085375390947,90.3237543534487,0.349649681973754,"C"
"cell638",64.9005365557969,239.15986972861,-0.763456210799501,"D"
"cell639",689.457366475835,861.430489923805,2.09165153950747,"C"
"cell640",668.050603941083,832.555507542565,0.978766525299448,"C"
"cell641",904.54664779827,362.912645563483,1.1361687363094,"C"
"cell651",675.853760447353,261.605151230469,1.22427837600053,"C"
"cell652",843.120148405433,318.762333597988,2.56287001631936,"C"
"cell654",392.365885199979,52.0885842852294,-0.931711753261051,"D"
"cell655",567.687397589907,203.910853713751,0.37307724004564,"C"
"cell656",95.1521336100996,572.258583270013,1.9903982757116,"C"
"cell658",588.066393043846,18.092263257131,0.880087949873248,"C"
"cell661",371.795737184584,283.653292106465,-0.552962737416645,"D"
"cell662",798.814549576491,186.334068421274,2.76920471061444,"C"
"cell666",587.927932385355,867.169511504471,0.934337622873482,"C"
"cell667",913.784642005339,275.812620762736,2.22768053249203,"C"
"cell668",199.442182900384,752.554503967986,0.0206703078388299,"C"
"cell670",671.408327762038,960.103333927691,0.374971131399337,"C"
"cell673",828.075018012896,122.283626580611,2.70266198388152,"C"
"cell677",362.298283260316,498.980368953198,0.782055437162502,"C"
"cell678",123.428910272196,584.41674686037,0.65501460692673,"C"
"cell680",276.676489738747,608.539856038988,0.978946015510833,"C"
"cell681",770.225355634466,20.8632645662874,1.49484715270222,"C"
"cell682",778.18130212836,382.79984309338,2.32563192956362,"C"
"cell683",143.787280656397,381.619910942391,0.326969831061785,"C"
"cell685",597.24048548378,289.226401364431,0.933306445770612,"C"
"cell687",386.099633062258,801.584762288257,0.312518235541144,"C"
"cell690",919.331770390272,102.161068003625,2.37473263938069,"C"
"cell691",79.4396931305528,890.884600812569,0.941560122312814,"C"
"cell692",507.374254753813,513.431229395792,1.51198050560719,"C"
"cell694",598.3954181429,337.982318364084,0.181306738088307,"C"
"cell695",424.153526080772,213.000355288386,1.208502713369,"C"
"cell697",789.094472071156,464.334379183128,0.660501518889054,"C"
"cell698",167.715257965028,336.25348075293,1.30146545440347,"C"
"cell699",970.451730070636,144.650358706713,2.10175224805121,"C"
"cell700",473.503098357469,868.071043165401,-0.243887954379373,"D"
"cell701",929.743205895647,54.3226287700236,2.56097772862965,"C"
"cell707",423.558418406174,730.523158563301,1.45830544424711,"C"
"cell708",530.824364162982,883.6000605952,-0.0398815813258884,"D"
"cell709",942.704762332141,114.475055364892,2.64596401699064,"C"
"cell710",712.22455939278,324.147744104266,2.90378811183953,"C"
"cell711",724.490575492382,366.757013369352,1.47184077937233,"C"
"cell712",470.12861771509,253.948567667976,0.767533973446465,"C"
"cell713",120.282255811617,120.749427936971,-0.377188043636997,"D"
"cell715",438.157397089526,203.4348747693,1.01388817184164,"C"
"cell716",431.455979822204,579.752318561077,0.998846507877713,"C"
"cell720",767.137174261734,242.746019270271,3.06753911457625,"C"
"cell721",4.7664453741163,160.246446263045,-0.238338204830739,"D"
"cell722",603.595691500232,789.168701507151,0.70547719081262,"C"
"cell732",548.170414287597,612.532270140946,0.615281619681758,"C"
"cell734",50.7711647078395,180.19323493354,-0.386227033302974,"D"
"cell735",714.966212399304,79.9355178605765,1.49273117233266,"C"
"cell736",297.694456763566,271.181135671213,0.114100845291083,"C"
"cell738",829.877127427608,711.458232719451,2.16359359999215,"C"
"cell739",86.3953751977533,346.787970978767,0.72029209812671,"C"
"cell740",42.6571189891547,150.468136416748,0.627083274569448,"C"
"cell742",542.336010141298,890.618327539414,0.40213499618184,"C"
"cell745",205.230931984261,807.211842387915,-0.447851413171233,"D"
"cell746",381.63214828819,118.084280984476,-0.00342910726416687,"D"
"cell747",472.55811537616,764.265555189922,-0.440830379852582,"D"
"cell749",121.471496298909,854.531788034365,0.439637433059494,"C"
"cell755",442.009785678238,469.489691546187,0.915217271287476,"C"
"cell756",192.297696368769,342.481704195961,1.31438731059276,"C"
"cell757",434.900622116402,824.570669326931,1.1075202263576,"C"
"cell759",961.096282117069,437.235599849373,-0.129516115124527,"D"
"cell760",448.427465045825,56.4257903024554,0.81925643511299,"C"
"cell766",164.89114635624,850.532291689888,1.33103961032059,"C"
"cell769",875.91898906976,717.718615429476,2.16828524654337,"C"
"cell772",820.279993582517,127.142050070688,2.79956136512101,"C"
"cell773",16.6122107766569,264.237005030736,0.694086313069165,"C"
"cell775",634.89483576268,184.503210475668,1.76765321766663,"C"
"cell777",28.3929328434169,934.820265276358,-0.566771173224677,"D"
"cell778",753.332700580359,121.039894642308,2.39672716345714,"C"
"cell779",208.63397535868,406.425643712282,1.09970481741898,"C"
"cell781",907.249193172902,105.868488550186,1.93577682965028,"C"
"cell782",712.465031770989,341.594616649672,1.40999717209404,"C"
"cell784",472.48792112805,774.401936912909,1.01176637412485,"C"
"cell789",456.141733797267,466.157538117841,1.16987133288854,"C"
"cell790",45.6392089836299,322.34396552667,0.322799642298606,"C"
"cell794",342.743474291638,363.682809751481,-0.836195175659802,"D"
"cell798",516.123914392665,873.886008979753,0.495858312775683,"C"
"cell800",348.264734493569,450.837499694899,-0.488418480521611,"D"
"cell803",970.997145865113,571.00012502633,1.33178610027326,"C"
"cell806",677.106101531535,977.47800545767,1.28203858732694,"C"
"cell807",347.947468049824,221.451952122152,1.38415224715788,"C"
"cell808",947.020521620288,220.063263550401,1.72007738684264,"C"
"cell809",338.623774936423,282.170991180465,0.154287849254057,"C"
"cell813",356.947160093114,644.275576109067,0.454729744650753,"C"
"cell814",959.968606010079,960.355026647449,1.85343271567835,"C"
"cell816",546.337621053681,37.9184696357697,1.84760597630225,"C"
"cell817",925.323475850746,40.4609409160912,2.10893832920317,"C"
"cell819",242.73299286142,252.264143666252,0.349200813156926,"C"
"cell820",717.090838821605,108.593236422166,1.75153814868832,"C"
"cell821",348.946035839617,860.879449406639,0.237363760351905,"C"
"cell824",819.698318606243,510.724522871897,0.50179468093887,"C"
"cell825",869.657265022397,310.565027175471,2.61067230707613,"C"
"cell826",35.8651343267411,682.977760676295,0.734214411720553,"C"
"cell829",305.696442024782,362.614567857236,0.335861469666762,"C"
"cell830",727.830457501113,346.293529728428,1.62616203228772,"C"
"cell831",699.728766223416,454.230330651626,0.000608828728224182,"C"
"cell833",845.602609682828,529.091747943312,1.19743784114663,"C"
"cell834",778.544640168548,2.82118795439601,2.27472084492587,"C"
"cell839",956.285735592246,900.16832225956,0.985109296366663,"C"
"cell841",924.366363789886,836.223875638098,1.84177793118219,"C"
"cell842",134.513532742858,463.188710156828,0.169979611744672,"C"
"cell844",489.962622057647,439.100827323273,0.181019580451659,"C"
"cell847",39.2489600926638,979.468783829361,1.71017373863118,"C"
"cell848",644.331015180796,682.925201021135,0.596903642616527,"C"
"cell849",715.567200211808,908.00611441955,0.518951636855206,"C"
"cell850",351.666721282527,669.978885678574,2.63277642884775,"C"
"cell853",50.785920349881,149.158932967111,0.240804484440413,"C"
"cell857",260.7038654387,289.366538636386,-1.03929744264016,"D"
"cell859",247.894181171432,608.338379301131,1.57614747354456,"C"
"cell861",21.011842880398,290.983642218634,0.648514298012212,"C"
"cell862",264.620627742261,385.935724014416,0.601660632418624,"C"
"cell863",691.801619483158,821.54262624681,1.65361681381439,"C"
"cell864",34.6693911124021,232.980050612241,-0.436653160011023,"D"
"cell866",397.706091869622,615.445851814002,1.27106263371587,"C"
"cell868",631.048747571185,236.615931149572,1.66688787171435,"C"
"cell869",723.404312273487,770.901343319565,2.11579754540184,"C"
"cell870",76.7657924443483,58.7735532317311,0.286029030838238,"C"
"cell871",421.446080552414,514.899645932019,1.51338607575569,"C"
"cell872",973.7266858574,861.012595007196,1.95991474286239,"C"
"cell873",813.805783400312,985.402142396197,0.54168514118239,"C"
"cell875",489.742305828258,468.283585039899,0.33290840076652,"C"
"cell883",961.853419896215,0.570522155612707,1.69074326843894,"C"
"cell884",899.277499644086,628.355585271493,0.779239542194179,"C"
"cell885",492.715835105628,370.726245688275,-0.224836549000059,"D"
"cell886",784.935477888212,85.7618749141693,1.60676218858601,"C"
"cell887",803.119047079235,676.196757005528,1.09996106669922,"C"
"cell888",677.767623681575,609.157745726407,1.41410946435595,"C"
"cell891",1.31465657614172,98.3217679895461,-0.308520328573518,"D"
"cell892",65.8019641414285,794.567694189027,1.02123086307242,"C"
"cell893",85.9519173391163,817.632554331794,0.728419481690102,"C"
"cell897",593.595445388928,592.336924979463,0.194466043240611,"C"
"cell898",37.3126757331192,910.157452803105,0.0414616664620045,"C"
"cell899",9.57179185934365,393.951011588797,-0.0738556383836814,"D"
"cell901",831.898988224566,255.093980347738,2.29370539038698,"C"
"cell903",272.780316416174,525.254423962906,0.336495267983581,"C"
"cell904",188.163298880681,454.066655598581,0.36422737040712,"C"
"cell905",225.761834764853,521.722374018282,0.720118020974201,"C"
"cell906",61.9703675620258,85.6974001508206,0.330305492612465,"C"
"cell907",59.9002409726381,597.549495054409,-0.0217140728013357,"D"
"cell911",522.461272310466,296.236180700362,0.258278792593434,"C"
"cell913",694.75334812887,601.982762338594,1.22624902346641,"C"
"cell914",66.57604733482,167.672119801864,-0.172096040630786,"D"
"cell915",17.9577465169132,917.387138586491,-0.249476512005454,"D"
"cell917",157.602083170786,747.668364550918,1.26924480438332,"C"
"cell918",718.860115855932,492.538609309122,1.11674185185326,"C"
"cell921",325.261015212163,391.704063396901,0.145347262051422,"C"
"cell922",970.881566638127,196.377992630005,1.97552850186244,"C"
"cell923",984.820266254246,720.078877871856,1.98563146404131,"C"
"cell924",39.1847176942974,934.172073379159,-0.278713204641141,"D"
"cell926",822.39915127866,888.580930186436,1.84802789441493,"C"
"cell927",724.244692828506,228.66586712189,1.82375552834455,"C"
"cell929",501.948604593053,206.999191548675,1.28203475600026,"C"
"cell932",926.113174064085,803.233906626701,1.41757706089627,"C"
"cell933",240.123257739469,204.046824015677,0.461234702146219,"C"
"cell937",930.591920856386,395.053243497387,1.69856532350404,"C"
"cell939",860.691176727414,135.86610625498,2.34854454315171,"C"
"cell941",208.039013436064,62.4880669638515,0.0924765301564432,"C"
"cell942",920.827467227355,997.53821385093,0.991012224694674,"C"
"cell943",52.7368842158467,113.849017070606,0.374473887143542,"C"
"cell945",456.341215176508,25.586555711925,0.502976066270783,"C"
"cell946",415.860247565433,68.7424391508102,-0.399906055987502,"D"
"cell947",670.353451743722,188.337299507111,1.48411976885341,"C"
"cell948",756.904080044478,800.191444111988,2.59775629139899,"C"
"cell951",93.6498525552452,280.629894929007,-0.0870341830828048,"D"
"cell953",642.2145802062,958.78588128835,0.0594422473282958,"C"
"cell954",874.282993841916,537.109044613317,1.70705680449256,"C"
"cell958",187.689346261322,320.324381114915,0.882157524363021,"C"
"cell960",9.8204871173948,54.4939073733985,-0.123389212675348,"D"
"cell962",442.161690909415,715.4537870083,0.95996937898059,"C"
"cell963",125.729221384972,328.546082368121,1.00626681912292,"C"
"cell964",624.3645476643,601.455149007961,0.359257605102862,"C"
"cell965",302.431331714615,523.920817300677,0.811208610678398,"C"
"cell967",358.629763592035,532.769263954833,0.949068383954408,"C"
"cell968",892.91041251272,111.421905225143,1.49177655143561,"C"
"cell969",990.627265069634,775.893481913954,1.82594106776447,"C"
"cell971",992.78808827512,705.28526767157,1.88297531634067,"C"
"cell972",539.78936211206,49.2558798287064,0.606259410649733,"C"
"cell973",433.801761828363,781.316658947617,0.565161139815284,"C"
"cell974",964.67367419973,784.139262512326,1.39540678061641,"C"
"cell977",24.2514880374074,209.872044855729,-0.0741867181558628,"D"
"cell978",612.42324183695,230.055250460282,2.03698850069275,"C"
"cell980",801.141887204722,444.783360464498,2.04789547090212,"C"
"cell982",159.78482272476,77.8218938503414,-0.470779348365352,"D"
"cell984",398.645695531741,807.454800233245,-0.229803399384516,"D"
"cell985",187.911816174164,348.97535527125,0.303262022810255,"C"
"cell986",477.728241123259,52.0824007689953,1.56307764995765,"C"
"cell992",438.540067756549,477.882002945989,0.763363719908193,"C"
"cell993",620.793939800933,347.431353293359,0.953273339895125,"C"
"cell995",134.169772733003,950.769187184051,1.43156737785424,"C"
"cell1000",265.536719933152,531.388920033351,0.333724145158711,"C"
"cell1001",530.808792915195,802.349541336298,0.136780800127856,"C"
"cell1003",383.283393690363,177.401563152671,0.436523572065986,"C"
"cell1004",954.987998353317,397.133344551548,0.376810710731286,"C"
"cell1005",118.356580613181,814.226992661133,0.222540437266922,"C"
"cell1006",39.1000553499907,941.357076400891,0.245145607866469,"C"
"cell1008",578.482555225492,354.940799530596,0.710494455774253,"C"
"cell1009",839.303907938302,705.040041357279,1.67575664079625,"C"
"cell1010",654.444975312799,959.240919910371,1.0287880264594,"C"
"cell1012",511.657629627734,135.915317805484,0.256082629962609,"C"
"cell1013",84.9210591986775,813.741239253432,1.04160810302937,"C"
"cell1015",401.444119866937,908.110354794189,-0.139516900099304,"D"
"cell1016",895.646296674386,703.601886983961,0.142641129438601,"C"
"cell1024",843.08055206202,152.283743256703,3.12396861609157,"C"
"cell1026",764.01943503879,286.152201937512,2.19047193936308,"C"
"cell1028",272.685303352773,141.62838482298,0.463895680034808,"C"
"cell1029",343.203135766089,494.4173397962,0.91673405496313,"C"
"cell1032",469.379037618637,281.181986443698,0.240312950394054,"C"
"cell1033",336.376605555415,425.313429441303,0.165243390487751,"C"
"cell1034",967.837428674102,463.501589838415,1.03970282061815,"C"
"cell1036",196.301169227809,359.094252577052,0.817006833634427,"C"
"cell1039",882.996740518138,968.147910665721,1.43123269158307,"C"
"cell1041",230.461597442627,28.4441991243511,-0.487805117316978,"D"
"cell1042",162.988578435034,356.542730005458,0.0165609146273424,"C"
"cell1044",501.636443892494,286.633577663451,0.665613681926349,"C"
"cell1045",188.118888065219,982.765204971656,0.362643989497455,"C"
"cell1046",407.714852597564,82.3013337794691,-0.433451825165036,"D"
"cell1047",582.388046896085,128.030818421394,0.556177382949247,"C"
"cell1050",939.394792309031,946.402829606086,1.82701622286924,"C"
"cell1055",881.042381748557,405.671408865601,1.27090378815696,"C"
"cell1058",402.987202163786,3.43568925745785,-0.857859656442924,"D"
"cell1062",925.192561233416,872.297380352393,1.72445057947399,"C"
"cell1063",878.844240680337,862.594560021535,2.34759198323269,"C"
"cell1068",160.794630879536,506.834458792582,-0.744303835007707,"D"
"cell1070",462.357048643753,986.314764944836,0.86772451910813,"C"
"cell1071",220.770887332037,314.687065547332,0.890558807965571,"C"
"cell1074",402.50592213124,774.080925853923,0.654869804746269,"C"
"cell1076",505.881984485313,726.365774637088,0.797904317683476,"C"
"cell1077",726.487081032246,516.43915916793,2.10172393964338,"C"
"cell1080",386.744662187994,818.386216182262,0.779133288467438,"C"
"cell1083",638.755969703197,437.110368395224,0.0859340343577099,"C"
"cell1084",32.9143274575472,835.935265058652,0.666328042886418,"C"
"cell1085",696.19258842431,385.110654402524,0.944405607634759,"C"
"cell1086",815.564174670726,674.415432615206,1.81921050373666,"C"
"cell1087",507.422853494063,77.8185459785163,0.615500564991127,"C"
"cell1088",112.592625897378,828.976714517921,-0.162981537993926,"D"
"cell1090",413.338953163475,112.693230854347,0.129410805875058,"C"
"cell1092",713.714180048555,682.987052714452,1.72556501699656,"C"
"cell1093",241.871210513636,606.331759365276,1.44557323686742,"C"
"cell1097",13.8403405435383,735.916769597679,0.328058061629399,"C"
"cell1100",931.660708039999,880.779490340501,1.37474710001378,"C"
"cell1102",253.767139045522,33.0144132021815,-0.240496428321112,"D"
"cell1106",640.118008246645,219.971668673679,1.90197573571522,"C"
"cell1108",422.756604617462,363.139717373997,0.114271171791953,"C"
"cell1114",686.130894348025,498.10330895707,1.30297040706081,"C"
"cell1116",507.493488723412,59.833055594936,0.792097286028653,"C"
"cell1117",308.076248969883,161.126879742369,0.771947849604023,"C"
"cell1118",737.212277250364,757.993698818609,2.28999298299258,"C"
"cell1119",304.715243401006,322.599776089191,-1.34411528736254,"D"
"cell1120",774.708701763302,618.448045104742,1.89947812102423,"C"
"cell1122",797.743699979037,48.1248337309808,1.89497890883416,"C"
"cell1123",491.001167334616,393.81199865602,1.19063231845747,"C"
"cell1125",758.423154940829,432.680421741679,1.61944297181166,"C"
"cell1126",902.146560838446,359.491006471217,2.25481526821771,"C"
"cell1130",329.918325645849,826.737035065889,0.978991953204869,"C"
"cell1131",863.600653829053,27.4756415747106,1.78549824101956,"C"
"cell1132",109.857953386381,947.684550657868,1.7448809227627,"C"
"cell1133",402.256899746135,978.273666463792,-0.43750624570069,"D"
"cell1136",177.000096300617,297.704186756164,0.242059860262593,"C"
"cell1137",265.730200102553,853.17975259386,0.137264374499235,"C"
"cell1138",659.550013486296,846.250320551917,1.1363120998726,"C"
"cell1140",421.184344682842,867.635844741017,0.451336394788655,"C"
"cell1143",802.129008341581,15.6519564334303,1.93749613680134,"C"
"cell1144",164.245681837201,911.262489156798,-0.260380697318255,"D"
"cell1146",524.214969947934,554.048931924626,0.381559772810866,"C"
"cell1149",801.8980382476,182.285688119009,2.65661918167761,"C"
"cell1150",104.024431202561,444.765886291862,-0.360365792165444,"D"
"cell1155",978.55820809491,680.62029290013,1.98971802372832,"C"
"cell1159",122.025499586016,643.974790116772,0.146342866524162,"C"
"cell1160",385.239424882457,219.813041388988,1.48688183675287,"C"
"cell1161",84.3304744921625,89.0372835565358,0.271600913516966,"C"
"cell1166",377.30351393111,131.063067819923,0.63895634826878,"C"
"cell1168",273.252867627889,473.476128652692,0.107723181889178,"C"
"cell1170",136.991804465652,840.283919125795,0.177393221469081,"C"
"cell1173",442.404833855107,41.569180553779,0.228306603242999,"C"
"cell1176",74.3979089893401,794.119044905528,1.98233448886941,"C"
"cell1178",789.914111606777,149.760518921539,2.04971548341333,"C"
"cell1179",223.316506715491,485.927834641188,-0.014678191578614,"D"
"cell1180",40.9439904615283,748.943127924576,1.4802186668672,"C"
"cell1182",344.092153944075,758.678108453751,0.746619677004293,"C"
"cell1183",446.368692209944,196.006852202117,0.588196346074598,"C"
"cell1184",386.83316949755,377.432000823319,-0.342599819368647,"D"
"cell1185",918.317915406078,560.318920062855,2.7192754358053,"C"
"cell1186",174.017543438822,452.641472686082,0.0554970340916933,"C"
"cell1187",149.870562367141,886.163087328896,-0.83222968129739,"D"
"cell1189",17.243331996724,68.2992786169052,0.16800176274263,"C"
"cell1193",207.204139558598,949.276015395299,1.04581219388603,"C"
"cell1195",331.379575189203,113.651731051505,-0.0776281379340424,"D"
"cell1198",740.276143187657,698.139909654856,2.16027184283291,"C"
"cell1201",366.526579251513,634.649808518589,1.18031159489661,"C"
"cell1202",741.393025033176,997.656602412462,0.608457572026779,"C"
"cell1205",701.35710737668,191.208887146786,2.48713788297295,"C"
"cell1208",858.80775959231,202.303132042289,2.99745753715494,"C"
"cell1209",445.64449111931,429.601910756901,0.480852209687377,"C"
"cell1210",676.634992007166,670.688453828916,1.08627577499519,"C"
"cell1212",736.171535216272,358.691193396226,2.02204520438693,"C"
"cell1215",411.617683712393,755.966565106064,0.941784811273584,"C"
"cell1219",587.727777194232,658.381888410076,0.767851978185851,"C"
"cell1220",30.0116771832108,683.106247335672,1.34635625752514,"C"
"cell1225",350.041663041338,697.714437264949,1.95355515132597,"C"
"cell1227",80.943378387019,88.9520738273859,-0.188439379980354,"D"
"cell1228",350.443314295262,662.700216518715,1.39546634751174,"C"
"cell1229",996.271784650162,641.757260542363,1.41420937111241,"C"
"cell1233",382.622060365975,326.966211665422,-1.14339323508382,"D"
"cell1236",878.513294039294,489.857292966917,1.65432100793689,"C"
"cell1237",402.064023772255,465.626492165029,0.487345422492622,"C"
"cell1239",402.336510131136,943.565017078072,0.160447352746386,"C"
"cell1240",702.090102480724,536.258358042687,0.850325323927834,"C"
"cell1241",399.164465256035,540.24756886065,0.701217575517566,"C"
"cell1243",36.9737506844103,559.129370842129,0.0906419822186328,"C"
"cell1245",962.841981789097,292.38359327428,1.63983399726737,"C"
"cell1246",935.096904635429,483.624843880534,0.859656537705284,"C"
"cell1248",792.595364153385,533.755369950086,0.585139104654599,"C"
"cell1249",754.777192836627,444.380736444145,1.60182928124953,"C"
"cell1251",135.504779173061,55.9837715700269,0.184851049514408,"C"
"cell1252",123.599375598133,365.029011154547,0.878724102751853,"C"
"cell1254",903.465715935454,519.239958608523,1.59223309559393,"C"
"cell1255",402.659090235829,368.640997447073,-1.45348499481613,"D"
"cell1261",109.745523892343,404.790387256071,0.48121345185877,"C"
"cell1262",754.267222480848,52.4687760043889,1.91074424359235,"C"
"cell1263",304.598775692284,36.5673368796706,0.294433396257707,"C"
"cell1264",723.80965645425,231.096146861091,2.02043813594457,"C"
"cell1268",939.916865434498,928.440445568413,1.75519387592255,"C"
"cell1269",57.8751706052572,87.9400612320751,0.32775065984515,"C"
"cell1270",304.765704553574,942.585540469736,1.06288573139574,"C"
"cell1271",240.924044046551,674.114161171019,1.05809361096516,"C"
"cell1273",762.983355671167,849.251258186996,1.67826981288767,"C"
"cell1274",864.646998699754,515.590843511745,2.21446250204432,"C"
"cell1275",679.111215053126,422.349815256894,0.291772515962697,"C"
"cell1278",802.867429330945,63.8678425457329,1.72941423461128,"C"
"cell1283",366.745680803433,622.795259347185,1.12405628293254,"C"
"cell1284",741.967155365273,605.2724448964,2.34801054907505,"C"
"cell1286",260.722959181294,584.369491320103,0.755851374751283,"C"
"cell1287",254.935881355777,772.804728941992,-0.286663041294475,"D"
"cell1288",678.840809967369,698.219556594267,0.288456789128075,"C"
"cell1289",485.480662435293,841.093179536983,1.33977181359065,"C"
"cell1290",378.584530204535,977.512172423303,0.423283661278866,"C"
"cell1291",55.5479826871306,231.927045853809,-0.895081653738607,"D"
"cell1293",801.723313750699,684.704520739615,1.31639845074063,"C"
"cell1296",512.00681226328,767.234371043742,0.796928607847486,"C"
"cell1297",373.101272154599,987.111633410677,-0.097282432810568,"D"
"cell1298",498.571684816852,858.097431482747,1.8339080076541,"C"
"cell1299",399.265736807138,676.069807494059,1.48142993109274,"C"
"cell1300",20.9469445981085,811.714572599158,1.1940100836012,"C"
"cell1302",160.3988497518,460.572879295796,-0.0576442544560507,"D"
"cell1307",76.3705321587622,135.402775136754,0.124246343638994,"C"
"cell1309",600.305194500834,525.304057169706,0.383129049467752,"C"
"cell1311",1.64226116612554,720.230341888964,0.752026371806264,"C"
"cell1313",500.963768921793,303.850163239986,0.0599866706346037,"C"
"cell1315",694.857106776908,208.237442653626,1.86505388789468,"C"
"cell1316",782.510314369574,850.498702842742,1.54089132739664,"C"
"cell1322",104.512860300019,816.523539600894,0.0917156805405123,"C"
"cell1323",835.548897273839,416.317786788568,1.17215585981124,"C"
"cell1326",694.545476464555,114.016148028895,3.19671209958228,"C"
"cell1329",38.2361884694546,84.5331076998264,-0.052402630087309,"D"
"cell1330",846.020216587931,333.610649453476,2.26474018349523,"C"
"cell1333",90.317772468552,74.1995039861649,-0.0732490013879167,"D"
"cell1336",605.890813050792,388.332616537809,0.821159275036868,"C"
"cell1337",528.41279655695,785.443371161819,1.52741827030556,"C"
"cell1338",910.20668274723,604.34823972173,1.43190924024237,"C"
"cell1339",985.72890390642,762.589753139764,1.4934074016095,"C"
"cell1341",123.491694685072,285.984676796943,1.28098310475015,"C"
"cell1342",174.37904397957,317.556669004261,-0.160843681166548,"D"
"cell1344",124.628272140399,450.436822371557,0.413175425679024,"C"
"cell1346",164.734639925882,143.986092181876,0.750153800723715,"C"
"cell1347",72.6095444988459,311.070655006915,0.8441968327605,"C"
"cell1349",716.666605323553,231.763273710385,2.07140940480693,"C"
"cell1352",172.708922065794,818.462958559394,0.138204277248808,"C"
"cell1353",145.670357858762,39.9563447572291,-0.314501888843504,"D"
"cell1356",561.379822902381,96.223073778674,1.2623374380723,"C"
"cell1357",583.520186599344,886.290009133518,0.599916292791993,"C"
"cell1358",98.759338259697,879.959146259353,0.626362966761236,"C"
"cell1361",859.449719078839,467.326634097844,1.71651660387885,"C"
"cell1365",585.754387546331,686.79866543971,1.51031906559517,"C"
"cell1366",314.168264856562,636.870401678607,1.66040713595232,"C"
"cell1367",556.889274157584,831.182508030906,0.585310852232228,"C"
"cell1368",354.495415464044,365.10155024007,-0.663501092380451,"D"
"cell1371",334.098657825962,614.952600328252,1.50278918558949,"C"
"cell1374",353.385316440836,68.0118638556451,-0.544496697431063,"D"
"cell1375",831.319929333404,295.271991519257,2.47732899780878,"C"
"cell1377",940.152207389474,844.714725157246,1.44985808786452,"C"
"cell1382",631.885365350172,503.265196457505,0.733117960826972,"C"
"cell1383",469.929961487651,168.936400907114,0.497815107249158,"C"
"cell1386",328.808127669618,871.8617123086,0.255553782171703,"C"
"cell1389",677.65420069918,428.737231297418,0.538525941800773,"C"
"cell1390",525.93330363743,298.711734823883,0.00620635534529672,"C"
"cell1391",557.686663931236,259.549331618473,-0.253109429013287,"D"
"cell1393",7.29677081108093,18.1931650731713,1.01142444601794,"C"
"cell1394",948.906435165554,34.5779112540185,3.02795720482196,"C"
"cell1396",279.324544593692,568.425016012043,0.1753201598428,"C"
"cell1398",870.748400921002,554.856961360201,1.317654506566,"C"
"cell1399",380.370125174522,197.323454776779,1.42569971161891,"C"
"cell1400",719.447515904903,792.430558009073,2.04572669420317,"C"
"cell1403",975.670760730281,371.038995217532,0.844160040148971,"C"
"cell1405",464.144128607586,9.99835669063032,0.989558474442774,"C"
"cell1406",812.296295771375,749.893881380558,1.34360033398107,"C"
"cell1407",494.408113183454,985.846241936088,0.990614621085081,"C"
"cell1409",130.621740594506,139.519652351737,-0.298142323091947,"D"
"cell1410",161.438316106796,976.404243381694,0.485468910248362,"C"
"cell1411",89.4531598314643,306.301631964743,0.569203777985794,"C"
"cell1415",336.524107959121,452.176122227684,-0.166618019303552,"D"
"cell1417",913.231221958995,64.4230844918638,3.0662382249493,"C"
"cell1430",805.915554286912,525.597776286304,0.905735769006632,"C"
"cell1431",7.92284356430173,239.814594388008,-0.205275116247662,"D"
"cell1432",836.512059206143,940.649811178446,0.750967069167804,"C"
"cell1433",376.83917931281,23.1360632460564,-0.72188274506708,"D"
"cell1434",385.248533217236,634.712329600006,0.319977996124231,"C"
"cell1435",951.530575519428,971.27534286119,1.32787371414633,"C"
"cell1436",475.674239452928,107.324536889791,-0.103756604033048,"D"
"cell1440",259.914484340698,333.441155962646,-0.286848181410963,"D"
"cell1441",687.699834583327,86.290895473212,2.2079780117505,"C"
"cell1442",447.907246183604,971.149060176685,0.306558501618406,"C"
"cell1443",218.01627590321,770.943657960743,0.797822880358399,"C"
"cell1445",959.382025292143,946.407520910725,2.20093184941591,"C"
"cell1448",321.339557645842,987.220240058377,-0.566465561265308,"D"
"cell1450",714.727725367993,661.87479509972,2.34336091099349,"C"
"cell1451",528.16575136967,47.5011996459216,1.21938417203204,"C"
"cell1453",64.4316615071148,931.980005465448,0.733979124877286,"C"
"cell1456",115.471235243604,828.554753214121,0.0419019453742674,"C"
"cell1460",732.280049938709,62.4301570933312,1.65743019299698,"C"
"cell1461",312.623041914776,902.944783912972,1.12359423897812,"C"
"cell1462",447.153053246439,28.2520765904337,1.22748211744043,"C"
